技能ID;技能名称;技能描述;消耗;何时触发;触发辅助;对敌我方;目标类型;选择规则;选择范围;效果类型;效果值;附带技能;回合最大使用次数;单场最大使用次数;是否有有益的;是否处于调试中
23230;绝海神殿;装填【米陶诺斯】时，+2攻击力，持续1回合（每回合至多发动2次），装填时间-3。;0;69;0;1;6;0;49901;25;4;0;2;-1;1;0
23301;神匠;己方回合开始时，己方另一附神获得等同于自身攻击力一半的攻击力（向下取整），持续1回合。命中敌方单位时，自身永久+2攻击力（每回合至多发动1次）。自身失去生命值时，自身永久＋1攻击力（每回合至多发动1次）。;0;6;0;1;9;0;23007;117;50;23501,23523;-1;-1;1;0
23302;月狂;己方回合开始时，施放【疯乱】。任意单位离场时，重置【疯乱】（每回合至多发动1次）。;0;6;0;1;6;0;0;118;23503,23504,23505,23506;23502;-1;-1;1;0
23303;盗火者;己方和敌方回合开始时，获得1张【燃薪】。自身攻击时，己方手牌中的【燃薪】降低1点行动点消耗（每回合至多发动1次）。自身离场时，获得2张【火炬】。己方回合开始时，己方奥林匹斯势力单位获得6点生命值。;0;6;0;1;5;0;0;21;39988;23508,23509,23510,23524;-1;-1;1;0
23304;灾难之盒;游戏开始时，在敌方场地随机召唤1体【灾难之盒】（攻击力：0／生命值：30，无法移动，无法攻击，无法装填，离场时双方所有附属神离场）。自身离场时，解除敌方全场迷雾，同时己方全场覆盖不可被解除的迷雾，持续1回合。;0;15;0;0;1;2;0;6;26902;233041,233042;1;1;1;0
233041;灾难之盒;自身离场时，解除敌方全场迷雾。;0;21;0;0;8;0;0;8;1;0;-1;-1;1;0
233042;灾难之盒;自身离场时，己方全场覆盖不可被解除的迷雾，持续1回合。;0;21;0;1;8;0;0;25;1;0;1;1;1;0
23305;战火延烧;【忍耐】3。己方回合开始时，己方全体获得等同于自身攻击力一半的生命值。自身失去生命值时，敌方全体失去等同于自身攻击力一半的生命值（每回合至多发动1次）。;0;22;0;1;6;0;0;110;3;23516,23517;-1;-1;1;0
23306;奇谋;自身移动时，获得1张【奥德修斯之计】（每回合至多发动1次）。敌方回合开始时，手牌中的【奥德修斯之计】增加1点行动点消耗。己方回合开始时，若己方场上若存在5体【布局的木马】，则直接获得游戏胜利。;0;1;0;1;5;0;0;21;39987;23520,23521;1;-1;1;0
23307;灾难之盒;离场时双方所有附属神离场。;0;21;0;2;35;0;0;1;-99;0;-1;-1;1;0
23333;腐朽之柱;驱散自身迷雾，己方回合开始时，祭坛周围8格存在单位则每个单位＋1护盾。;0;6;0;1;7;0;0;-1;0;23334;-1;-1;1;0
23334;附：逗比图腾;驱散自身迷雾;0;6;0;1;6;0;0;-1;0;0;-1;-1;1;0
23501;神匠;命中敌方单位时，自身永久+2攻击力（每回合至多发动1次）。;0;11;0;1;6;0;0;3;2;0;1;-1;1;0
23502;月狂;任意单位离场时，重置【疯乱】（每回合至多发动1次）。;0;37;0;1;6;0;0;119;1;0;1;-1;1;0
23503;疯乱1;所有单位失去5点生命值;0;0;0;2;7;0;0;1;-5;0;-1;-1;1;0
23504;疯乱2;己方场地随机召唤1体【蛊惑的月鹿】（单局至多发动5次）;0;0;0;1;1;2;0;6;26901;0;-1;5;1;0
23505;疯乱3;全场覆盖不可被解除的迷雾，持续1回合;0;0;0;2;8;0;0;25;70;0;-1;-1;1;0
23506;疯乱4;【清除】所有单位;0;0;0;2;7;0;0;14;1;0;-1;-1;1;0
23507;光彩夺目;无法攻击。敌方回合开始时，敌方随机单位【封刃】，持续1回合。己方回合开始时，己方随机单位【封刃】，持续1回合。;0;31;0;0;4;2;0;25;28;23522;-1;-1;1;0
23508;盗火者;敌方回合开始时，获得1张【燃薪】。;0;31;0;1;5;0;0;21;39988;0;-1;-1;1;0
23509;盗火者;自身攻击时，己方手牌中的【燃薪】降低1点行动点消耗（每回合至多发动1次）。;0;40;0;1;5;0;39988;120;-1;0;1;-1;1;0
23510;盗火者;自身离场时，获得2张【火炬】。;0;21;0;1;5;0;0;21;39989,39989;0;-1;-1;1;0
23511;燃薪;敌方随机单位失去6点生命值;2;0;0;0;4;2;0;1;-6;0;-1;-1;1;0
23512;火炬;敌方随机单位失去12点生命值;1;0;0;0;4;2;0;1;-12;0;-1;-1;1;0
23516;战火延烧;己方回合开始时，己方全体获得等同于自身攻击力一半的生命值。;0;6;0;1;7;0;23011;122;50;0;-1;-1;1;0
23517;战火延烧;自身失去生命值时，敌方全体失去等同于自身攻击力一半的生命值（每回合至多发动1次）。;0;22;0;0;7;0;23011;122;-50;0;1;-1;1;0
23518;奥德修斯之计;己方场地随机召唤1体【布局的木马】;2;0;0;1;1;2;0;6;26903;0;-1;-1;1;0
23519;静待胜机;无法移动，无法攻击。敌方回合开始时，自身+3护盾。;0;31;0;1;6;0;0;5;3;0;-1;-1;1;0
23520;奇谋;敌方回合开始时，手牌中的【奥德修斯之计】增加1点行动点消耗。;0;31;0;1;5;0;39987;120;1;0;-1;-1;1;0
23521;奇谋;己方回合开始时，若己方场上若存在5体【布局的木马】，则直接获得游戏胜利。;0;75;5;0;10;0;26903;124;1;0;-1;-1;1;0
23522;光彩夺目;己方回合开始时，己方随机单位【封刃】，持续1回合。;0;6;0;1;4;2;0;25;28;0;-1;-1;1;0
23523;神匠;自身失去生命值时，自身永久＋2攻击力（每回合至多发动1次）。;0;22;0;1;6;0;0;3;2;0;1;-1;1;0
23524;盗火者;己方回合开始时，己方奥林匹斯势力单位获得6点生命值。;0;6;0;1;39;0;10007;1;6;0;-1;-1;1;0
23619;再起的大愿;【坚壁】;0;6;0;1;10;0;0;19;1;0;1;1000;1;0
23903;附神龟俱利摩;获得3点生命值;0;6;0;1;6;0;0;1;3;0;-1;-1;0;0
23998;天丛云;己方回合开始时，自身护盾若为0，失去5点生命值。;0;74;0;1;6;0;0;1;-5;0;-1;-1;1;0
23999;天丛云;命中敌方单位时，自身提高1点护盾上限（每回合至多发动2次）。;0;11;0;1;6;0;0;115;1;0;2;-1;1;0
24000;天丛云;攻击时，+1护盾（每回合至多发动2次）。;0;40;0;1;6;0;0;5;1;0;2;-1;1;0
24001;天丛云;自身攻击力等于当前护盾值。攻击时，+1护盾（每回合至多发动2次）。命中敌方单位时，自身提高1点护盾上限（每回合至多发动2次）。己方回合开始时，自身护盾若为0，失去5点生命值。;0;73;0;1;6;0;0;114;100;24000,23999,23998;-1;-1;1;0
24002;窍;无法装填，敌方回合开始时，获得1张神迹卡【窍】（单局游戏至多发动1次）。自身离场时，召唤1体【三之窍】;0;31;0;1;5;0;0;21;38024;24405;1;1;1;0
24003;毒潭;自身装填弹幕卡时，自身+10攻击力，持续1回合（每回合最多发动1次），攻击命中敌方单位时，自身－10攻击力，持续1回合（每回合最多发动1次），使用神迹卡时，己方所有单位【治疗】2，持续3回合（每回合最多发动1次）。;0;24;0;1;6;0;0;25;63;24408,24409;1;-1;0;0
24004;大道通玄;【忍耐】2。攻击后，从牌库抽一张弹幕卡（每回合至多发动1次），己方全体单位失去4点生命值。主神生命值低于20时，自身当前攻击力翻倍。自身装填弹幕卡时，随机解除敌方两格迷雾（每回合至多发动1次）。;0;3;0;1;5;0;0;126;1;25151,25152,25153,240041;1;-1;1;0
240041;大道通玄;自身装填弹幕卡时，随机解除敌方两格迷雾（每回合至多发动1次）。;0;24;0;0;21;2;0;33;1;0;1;-1;1;0
24005;水;己方主神生命值低于18时，自身永久+7攻击力（每局至多发动1次）。命中敌方单位时，己方主神获得圣盾，自身＋1~2攻击力（持续1回合）（每回合至多发动1次）。;0;11;0;1;10;0;0;25;3;24410,24411;1;-1;1;0
24006;天理崩塌;敌方使用神迹卡时，获得一张【求生之羽】（每回合至多发动1次），敌方使用弹幕卡时，己方随机覆盖2格迷雾（每回合至多发动2次），游戏开始时，获得一张【定石】（每局至多发动1次），己方主神生命值低于20时，获得一张【洪流】（每局至多发动1次）。;0;50;0;1;5;0;0;21;38029;24414,24415,24416,24417;1;-1;1;0
24007;大道冲虚;【忍耐】2。失去生命值时，另一附属神+1攻击力，持续1回合（每回合至多发动4次）。主神生命值低于25时，另一附属神获得技能：［攻击时，恢复1点行动点，（每回合至多发动2次）］。;0;22;0;1;9;0;0;25;17;25149,25153;4;-1;0;0
24008;军神;己方回合开始时，敌方全体降低2点攻击力，持续2回合。自身发动攻击时，己方随机单位永久提高2点攻击力（每回合至多发动1次）。;0;6;0;0;7;0;0;25;84;24067;-1;-1;1;0
24009;战神之尊;攻击命中敌方单位时，己方获得1张【热血】（每回合至多发动2次，单局至多发动4次），自身与命中目标【封足】，持续1回合。自身失去生命值时，敌方随机单位【封刃】，持续1回合（每回合至多发动1次）。;0;11;0;1;6;0;0;25;9;24065,24066,240091;-1;-1;1;0
240091;附：战神之尊;攻击命中敌方单位时，命中目标【封足】，持续1回合;0;11;0;0;20;0;0;25;9;0;-1;-1;1;0
24010;寒冰女王;自身失去生命值时，获得一张【冰封】（每回合至多发动1次）。自身离场时，敌方所有单位【封刃】（不可被净化），持续1回合。敌方回合开始时，敌方所有被封足单位失去6点生命值并降低2点攻击力，持续1回合。;0;31;0;0;41;0;0;1;-6;24418,24419,24421;-1;-1;1;0
24012;救苦度亡;游戏开始时，从牌库中抽3张弹幕卡。装填弹幕卡时，【净化】自身。己方主神生命值低于20时，获得弹幕卡【地泽尊临】（行动点消耗：1／攻击力：23／装填时间：0／攻击范围：十字／常规伤害弹幕）（单局游戏至多发动 1 次）。;0;15;0;1;5;0;0;126;3;24100,24101;1;1;1;0
24013;风鹏;己方回合开始时，自身移动力+1（单局游戏至多触发4次），每移动1格，自身+3护盾，+3攻击力（持续1回合），己方回合开始时，自身护盾若为0，自身【封刃】。;0;6;0;1;6;0;0;4;1;24058,24059,24060;1;4;1;0
24014;世界之毒;装填弹幕卡时装填时间-1（每回合至多发动1次），攻击命中敌方单位时，敌方单位【诅咒】（持续1回合，诅咒效果不可被净化），自身被命中时，攻击单位【诅咒】（持续1回合，诅咒效果不可被净化）并降低3点攻击力（持续1回合）。;0;24;0;1;6;0;0;13;-1;24061,24062,24063;1;-1;1;0
24015;合真;【反击】，受到攻击后随机移动至迷雾区域（无迷雾时原地不动）。自身离场时，敌方的全部单位永久-4攻击力。;0;20;0;0;11;0;0;72;1;240151,240152;-1;-1;0;0
240151;合真;【反击】，受到攻击后随机移动至迷雾区域（无迷雾时原地不动）。自身离场时，敌方的全部单位永久-4攻击力。;0;20;0;1;6;0;0;27;1;0;-1;-1;0;0
240152;合真;【反击】，受到攻击后随机移动至迷雾区域（无迷雾时原地不动）。自身离场时，敌方的全部单位永久-4攻击力。;0;21;0;0;7;0;0;3;-4;0;-1;-1;1;0
24016;清浊之辩;【清】4。游戏开始时，己方主神获得【浊】3;0;15;0;1;10;0;0;29;240162;240161;1;-1;1;0
240161;清浊之辩;【清】4;0;24;0;1;9;0;0;1;4;0;3;-1;1;0
240162;清浊之辩;【浊】4;0;22;0;0;10;0;0;1;-4;0;4;-1;1;0
24019;真月;受到攻击后随机移动至迷雾区域（无迷雾时原地不动）。己方回合开始时，己方处于迷雾的单位+6护盾。任意附属神离场时，己方全场覆盖迷雾。;0;20;0;1;6;0;0;27;1;240191,240192;-1;-1;0;0
240191;真月;己方回合开始时，处于迷雾的单位+6护盾。;0;6;0;1;3;0;0;5;6;0;1;-1;1;0
240192;真月;任意附属神离场时，己方全场覆盖迷雾。;0;8;0;1;8;0;0;7;1;0;-1;-1;1;0
24020;节制;自身被攻击命中时，己方全体+6护盾。自身攻击命中时，获得1张神迹卡【干涸】（每回合至多发动1次）。;0;20;0;1;7;0;0;5;6;240201;-1;-1;1;0
240201;节制;自身被攻击命中时，己方全体+6护盾。自身攻击命中时，获得1张神迹卡【干涸】（每回合至多发动1次）。;0;11;0;1;5;0;0;21;39997;0;1;-1;1;0
24021;第三宝;无法攻击，无法装填。己方回合开始时，自身护盾若为0，己方主神+4攻击力，持续1回合。使用神迹卡时，己方全体+2护盾（每回合至多发动2次）。主神生命值低于30时，主神恢复最大生命值，舍弃所有手牌（单局游戏至多发动1次）。;0;74;0;1;10;0;0;25;86;240211,240212,240213;1;-1;1;0
240211;第三宝;使用神迹卡时，己方全体+2护盾（每回合至多发动2次）;0;29;0;1;7;0;0;5;2;0;2;-1;1;0
240212;第三宝;主神生命值低于30时，主神恢复最大生命值;0;30;30;1;10;0;0;1;99;0;1;1;1;0
240213;第三宝;主神生命值低于30时，主神恢复最大生命值，舍弃所有手牌;0;30;30;1;5;0;0;23;1;0;1;1;0;0
24022;污秽血脉;当堤丰在场，己方回合开始时，双方主神降低3点生命值上限，若自身不处于迷雾，召唤1体【刻耳柏洛斯】。被命中时（普通攻击/弹幕），召唤1体【海德拉】（每回合至多发动1次）。自身离场时召唤1体【斯芬克斯】（每场游戏至多发动1次）。己方使用神迹卡时【清除】自身。;0;6;0;2;10;0;0;2;-3;240221,240222,240223,240224;-1;-1;0;0
240221;污秽血脉;己方回合开始时，若自身不处于迷雾，召唤1体【刻耳柏洛斯】;0;35;0;1;1;2;0;6;26904;0;-1;-1;0;0
240222;污秽血脉;被命中时（普通攻击/弹幕），召唤1体【海德拉】（每回合至多发动1次）;0;20;0;1;1;2;0;6;26905;0;1;-1;0;0
240223;污秽血脉;自身离场时召唤1体【斯芬克斯】（每场游戏至多发动1次）;0;21;0;1;1;2;0;6;26906;0;1;1;0;0
240224;污秽血脉;己方使用神迹卡时消除自身已装填的【秘术】;0;29;0;1;6;0;0;14;1;0;-1;-1;0;0
24023;狂宴庆典;无法攻击。无法移动。己方回合开始时，抽1张卡，敌方随机弃1张手牌。每获得一张牌，随机解除敌方1格迷雾。(每回合至多发动2次)。使用神迹卡时，己方所有单位获得3点生命值（每回合至多发动2次）。自身离场时，敌方舍弃所有手牌。;0;6;0;1;5;0;0;12;1;240231,240232,240233,240234;1;-1;1;0
240231;狂宴庆典;己方回合开始时，敌方随机弃1张手牌。;0;6;0;0;5;0;0;73;1;0;1;-1;0;0
240232;狂宴庆典;每获得一张牌，随机解除敌方1格迷雾。(每回合至多发动2次)。;0;27;0;0;21;2;0;8;1;0;2;-1;1;0
240233;狂宴庆典;使用神迹卡时，己方所有单位获得3点生命值（每回合至多发动2次）。;0;29;0;1;7;0;0;1;3;0;2;-1;1;0
240234;狂宴庆典;自身离场时，敌方舍弃所有手牌;0;21;0;0;5;0;0;23;1;0;1;1;1;0
24024;云中星;己方回合开始时，己方随机覆盖1格迷雾，随机解除敌方1格迷雾。己方任意单位被命中暴露时，己方不处于迷雾的单位获得【圣盾】（每回合至多发动1次）。自身失去生命值时，随机移动至迷雾区域（无迷雾时原地不动），己方所有单位+2护盾（单局游戏至多发动3次）。;0;6;0;1;22;2;0;7;1;49981,240241,240242,240243;-1;-1;1;0
240241;云中星;己方任意单位被命中暴露时，己方不处于迷雾的单位获得【圣盾】（每回合至多发动1次）。;0;25;0;1;2;0;0;25;3;0;1;-1;1;0
240242;云中星;自身失去生命值时，随机移动至迷雾区域（无迷雾时原地不动，单局游戏至多发动3次）。;0;22;0;1;6;0;0;27;1;0;3;3;1;0
240243;云中星;自身失去生命值时，己方所有单位+2护盾（单局游戏至多发动3次）。;0;22;0;1;7;0;0;5;2;0;3;3;1;0
24025;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;31;0;1;6;0;0;1;-99;240251,240252,240253,240254,240255;-1;-1;1;0
240251;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;21;0;2;35;0;0;1;-99;0;-1;1;1;0
240252;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;21;0;1;1;2;0;6;20053;0;-1;1;1;0
240253;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;21;0;1;1;2;0;6;20052;0;-1;1;1;0
240254;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;21;0;1;1;2;0;6;24013;0;-1;1;1;0
240255;团结就是力量;无法移动，无法攻击，无法装填，【献祭】，离场时双方所有附属神离场，同时召唤【南华整备士】【南华管理者】【庄周鲲之型】【庄周鹏之型】各1体（单局游戏至多发动一次）。;0;21;0;1;1;2;0;6;20051;0;-1;1;1;0
24026;烈火之灼;【反击】，【掠取】50%，自身被命中时，+1攻击力，持续一回合。;0;20;0;0;11;0;0;72;1;240261,240262;-1;-1;0;0
240261;烈火之灼;【反击】，【掠取】50%，自身被命中时，+1攻击力，持续一回合。;0;11;0;1;6;0;0;98;50;0;-1;-1;1;0
240262;烈火之灼;【反击】，【掠取】50%，自身被命中时，+1攻击力，持续一回合。;0;20;0;1;6;0;0;25;17;0;-1;-1;1;0
24058;风鹏;己方回合开始时，自身移动力+1（单局游戏至多触发4次），每移动1格，自身+3护盾，+3攻击力（持续1回合），己方回合开始时，自身护盾若为0，自身【封刃】。;0;1;0;1;6;0;0;5;3;0;-1;-1;1;0
24059;风鹏;己方回合开始时，自身移动力+1（单局游戏至多触发4次），每移动1格，自身+3护盾，+3攻击力（持续1回合），己方回合开始时，自身护盾若为0，自身【封刃】。;0;1;0;1;6;0;0;25;83;0;-1;-1;1;0
24060;风鹏;己方回合开始时，自身移动力+1（单局游戏至多触发4次），每移动1格，自身+3护盾，+3攻击力（持续1回合），己方回合开始时，自身护盾若为0，自身【封刃】。;0;74;0;1;6;0;0;25;78;0;-1;-1;1;0
24061;世界之毒;攻击命中敌方单位时，敌方单位【诅咒】（持续1回合）;0;11;0;0;20;0;0;25;80;0;-1;-1;1;0
